"","Especie","Registros","GBIF","CBC","Reino","Filo","Clase","Orden","Familia","Género"
"4062","Cyperus unioloides",2,"https://www.gbif.org/species/2730590",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Cyperus"
"4063","Cyperus virens",6,"https://www.gbif.org/species/2716420",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Cyperus"
"4064","Cyphocharax magdalenae",5,"https://www.gbif.org/species/2355105","https://catalogo.biodiversidad.co/file/596f97c72f4fd7bc7f3a5bac/summary","Animalia","Chordata",NA,"Characiformes","Curimatidae","Cyphocharax"
"4065","Cyphomyia altifrons",1,"https://www.gbif.org/species/1580046",NA,"Animalia","Arthropoda","Insecta","Diptera","Stratiomyidae","Cyphomyia"
"4066","Cyphomyia dispar",6,"https://www.gbif.org/species/1580148",NA,"Animalia","Arthropoda","Insecta","Diptera","Stratiomyidae","Cyphomyia"
"4067","Cyphomyia planifrons",1,"https://www.gbif.org/species/1580040",NA,"Animalia","Arthropoda","Insecta","Diptera","Stratiomyidae","Cyphomyia"
"4068","Cyphomyia varipes",1,"https://www.gbif.org/species/1580126",NA,"Animalia","Arthropoda","Insecta","Diptera","Stratiomyidae","Cyphomyia"
"4069","Cyphomyrmex kirbyi",1,"https://www.gbif.org/species/1315811",NA,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Cyphomyrmex"
"4070","Cyphomyrmex laevigatus",1,"https://www.gbif.org/species/1315837",NA,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Cyphomyrmex"
"4071","Cyphomyrmex minutus",24,"https://www.gbif.org/species/1315839",NA,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Cyphomyrmex"
"4072","Cyphomyrmex rimosus",29,"https://www.gbif.org/species/1315820",NA,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Cyphomyrmex"
"4073","Cyphonia clavata",44,"https://www.gbif.org/species/5154200",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Membracidae","Cyphonia"
"4074","Cyphonia claviger",1,"https://www.gbif.org/species/5154215",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Membracidae","Cyphonia"
"4075","Cyphonia trifida",13,"https://www.gbif.org/species/5154220",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Membracidae","Cyphonia"
"4076","Cyphorhinus phaeocephalus",1,"https://www.gbif.org/species/5231435",NA,"Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Cyphorhinus"
"4077","Cyprinus carpio",62,"https://www.gbif.org/species/4286975",NA,"Animalia","Chordata",NA,"Cypriniformes","Cyprinidae","Cyprinus"
"4078","Cyprinus rubrofuscus",5,"https://www.gbif.org/species/2367196",NA,"Animalia","Chordata",NA,"Cypriniformes","Cyprinidae","Cyprinus"
"4079","Cyptodon fasciculatus",2,"https://www.gbif.org/species/2678276",NA,"Plantae","Bryophyta","Bryopsida","Hypnales","Cryphaeaceae","Cyptodon"
"4080","Cyptotrama asprata",5,"https://www.gbif.org/species/2536991",NA,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Cyptotrama"
"4081","Cyrtochilum aemulum",1,"https://www.gbif.org/species/2833156","https://catalogo.biodiversidad.co/file/56de24ae83c45700544e3c04/summary","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum"
"4082","Cyrtochilum annulare",3,"https://www.gbif.org/species/2832991","https://catalogo.biodiversidad.co/file/61e5b48a182759fd3656a2fd/summary","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum"
"4083","Cyrtochilum auropurpureum",16,"https://www.gbif.org/species/2832719",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum"
"4084","Cyrtochilum baldeviamae",8,"https://www.gbif.org/species/2832675",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum"
"4085","Cyrtochilum cimiciferum",7,"https://www.gbif.org/species/2832751",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum"
"4086","Cyrtochilum densiflorum",49,"https://www.gbif.org/species/2833057",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum"
"4087","Cyrtochilum distans",2,"https://www.gbif.org/species/2832744",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum"
"4088","Cyrtochilum divaricatum",10,"https://www.gbif.org/species/2832696",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum"
"4089","Cyrtochilum englerianum",3,"https://www.gbif.org/species/2833106","https://catalogo.biodiversidad.co/file/61e5b5a0182759fd3656a37e/summary","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum"
"4090","Cyrtochilum examinans",1,"https://www.gbif.org/species/2833047",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum"
"4091","Cyrtochilum exasperatum",1087,"https://www.gbif.org/species/2833003","https://catalogo.biodiversidad.co/file/56de2ae083c45700544e3c07/summary","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum"
"4092","Cyrtochilum falcipetalum",4,"https://www.gbif.org/species/2832947",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum"
"4093","Cyrtochilum flexuosum",6,"https://www.gbif.org/species/2832682",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum"
"4094","Cyrtochilum grandiflorum",2,"https://www.gbif.org/species/2832726",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum"
"4095","Cyrtochilum halteratum",6,"https://www.gbif.org/species/2833150","https://catalogo.biodiversidad.co/file/56de5adb83c45700544e3c12/summary","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum"
"4096","Cyrtochilum ioplocon",9,"https://www.gbif.org/species/2832712","https://catalogo.biodiversidad.co/file/61e5b644182759fd3656a3de/summary","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum"
"4097","Cyrtochilum ixioides",26,"https://www.gbif.org/species/2832664","https://catalogo.biodiversidad.co/file/56de5e6983c45700544e3c15/summary","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum"
"4098","Cyrtochilum leucopterum",5,"https://www.gbif.org/species/2832706","https://catalogo.biodiversidad.co/file/56de5f9b83c45700544e3c16/summary","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum"
"4099","Cyrtochilum megalophium",18,"https://www.gbif.org/species/2832901",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum"
"4100","Cyrtochilum meirax",13,"https://www.gbif.org/species/2832869",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum"
"4101","Cyrtochilum melanthes",4,"https://www.gbif.org/species/2832829",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum"
"4102","Cyrtochilum murinum",17,"https://www.gbif.org/species/2832796",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum"
"4103","Cyrtochilum orgyale",40,"https://www.gbif.org/species/2833084",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum"
"4104","Cyrtochilum pardinum",6,"https://www.gbif.org/species/2832887",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum"
"4105","Cyrtochilum porrigens",7,"https://www.gbif.org/species/2832926",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum"
"4106","Cyrtochilum ramosissimum",16,"https://www.gbif.org/species/2832654",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum"
"4107","Cyrtochilum revolutum",90,"https://www.gbif.org/species/2833015","https://catalogo.biodiversidad.co/file/56de608583c45700544e3c17/summary","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum"
"4108","Cyrtochilum serratum",2,"https://www.gbif.org/species/2832874",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum"
"4109","Cyrtochilum tetracopis",27,"https://www.gbif.org/species/2833097","https://catalogo.biodiversidad.co/file/56de61b283c45700544e3c19/summary","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum"
"4110","Cyrtochilum trifurcatum",3,"https://www.gbif.org/species/2832945",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum"
"4111","Cyrtochilum ventilabrum",2,"https://www.gbif.org/species/2833033",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum"
"4112","Cyrtochilum weirii",37,"https://www.gbif.org/species/2832848","https://catalogo.biodiversidad.co/file/61e5b8e7182759fd3656a5d3/summary","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum"
"4113","Cyrtochilum xanthodon",2,"https://www.gbif.org/species/2832669",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum"
"4114","Cyrtochilum zebrinum",1,"https://www.gbif.org/species/2833145",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtochilum"
"4115","Cyrtocymura scorpioides",1,"https://www.gbif.org/species/3124828",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Cyrtocymura"
"4116","Cyrtonota dissecta",7,"https://www.gbif.org/species/6271578",NA,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Cyrtonota"
"4117","Cyrtonota textilis",24,"https://www.gbif.org/species/6271584",NA,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Cyrtonota"
"4118","Cyrtophora citricola",11,"https://www.gbif.org/species/5171231",NA,"Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Cyrtophora"
"4119","Cyrtopodium paniculatum",4,"https://www.gbif.org/species/5319637",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtopodium"
"4120","Cyrtopodium punctatum",3,"https://www.gbif.org/species/5319612","https://catalogo.biodiversidad.co/file/56def6b183c45700544e3c3c/summary","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cyrtopodium"
"4121","Cystocoleus ebeneus",8,"https://www.gbif.org/species/5265375",NA,"Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cystocoleaceae","Cystocoleus"
"4122","Cystoderma amianthinum",1,"https://www.gbif.org/species/5243525",NA,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Cystoderma"
"4123","Cystopteris diaphana",2,"https://www.gbif.org/species/4015015",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Cystopteridaceae","Cystopteris"
"4124","Cystopteris fragilis",9,"https://www.gbif.org/species/2650818",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Cystopteridaceae","Cystopteris"
"4125","Cystowithius colombicus",1,"https://www.gbif.org/species/2126598",NA,"Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Withiidae","Cystowithius"
"4126","Daceton armigerum",1,"https://www.gbif.org/species/1316110",NA,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Daceton"
"4127","Dacnis berlepschi",3,"https://www.gbif.org/species/2488368",NA,"Animalia","Chordata","Aves","Passeriformes","Thraupidae","Dacnis"
"4128","Dacnis cayana",397,"https://www.gbif.org/species/2488352","https://catalogo.biodiversidad.co/file/56e79ab883c45700544e420b/summary","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Dacnis"
"4129","Dacnis flaviventer",4,"https://www.gbif.org/species/2488370",NA,"Animalia","Chordata","Aves","Passeriformes","Thraupidae","Dacnis"
"4130","Dacnis hartlaubi",788,"https://www.gbif.org/species/2488350","https://catalogo.biodiversidad.co/file/56e783ad83c45700544e408d/summary","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Dacnis"
"4131","Dacnis lineata",50,"https://www.gbif.org/species/2488364","https://catalogo.biodiversidad.co/file/56df7c6183c45700544e3c7f/summary","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Dacnis"
"4132","Dacrymyces capitatus",1,"https://www.gbif.org/species/2512907",NA,"Fungi","Basidiomycota","Dacrymycetes","Dacrymycetales","Dacrymycetaceae","Dacrymyces"
"4133","Dacrymyces spathularius",6,"https://www.gbif.org/species/12257826",NA,"Fungi","Basidiomycota","Dacrymycetes","Dacrymycetales","Dacrymycetaceae","Dacrymyces"
"4134","Dacryopinax elegans",1,"https://www.gbif.org/species/2512963",NA,"Fungi","Basidiomycota","Dacrymycetes","Dacrymycetales","Dacrymycetaceae","Dacryopinax"
"4135","Dactylis glomerata",37,"https://www.gbif.org/species/2705308",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Dactylis"
"4136","Dactyloctenium aegyptium",9,"https://www.gbif.org/species/2706188","https://catalogo.biodiversidad.co/file/56def87d83c45700544e3c3e/summary","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Dactyloctenium"
"4137","Daedalma dinias",4,"https://www.gbif.org/species/1896103",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Daedalma"
"4138","Daedalma drusilla",12,"https://www.gbif.org/species/1896096",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Daedalma"
"4139","Dahlia imperialis",136,"https://www.gbif.org/species/5387165",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Dahlia"
"4140","Dahlia pinnata",10,"https://www.gbif.org/species/5387142",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Dahlia"
"4141","Dahlia variabilis",2,"https://www.gbif.org/species/5387148",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Dahlia"
"4142","Dalbergia frutescens",9,"https://www.gbif.org/species/2968824",NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Dalbergia"
"4143","Dalbergia ovalis",3,"https://www.gbif.org/species/8743558",NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Dalbergia"
"4144","Dalbulus maidis",3,"https://www.gbif.org/species/2040969",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Dalbulus"
"4145","Dalea caerulea",1,"https://www.gbif.org/species/5353379",NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Dalea"
"4146","Dalea carthagenensis",5,"https://www.gbif.org/species/5353495",NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Dalea"
"4147","Dalea coerulea",80,"https://www.gbif.org/species/5353378",NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Dalea"
"4148","Dalea cuatrecasasii",1,"https://www.gbif.org/species/5353161",NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Dalea"
"4149","Dalea foliolosa",2,"https://www.gbif.org/species/5353417",NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Dalea"
"4150","Dalechampia canescens",11,"https://www.gbif.org/species/3055590",NA,"Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Dalechampia"
"4151","Dalechampia cissifolia",4,"https://www.gbif.org/species/3055812",NA,"Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Dalechampia"
"4152","Dalechampia colorata",13,"https://www.gbif.org/species/3055655",NA,"Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Dalechampia"
"4153","Dalechampia dioscoreifolia",4,"https://www.gbif.org/species/3055843",NA,"Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Dalechampia"
"4154","Dalechampia scandens",26,"https://www.gbif.org/species/3055569",NA,"Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Dalechampia"
"4155","Dalechampia stipulacea",2,"https://www.gbif.org/species/3055678",NA,"Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Dalechampia"
"4156","Dalechampia tiliifolia",1,"https://www.gbif.org/species/3055740",NA,"Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Dalechampia"
"4157","Dalla agathocles",2,"https://www.gbif.org/species/1948241",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Dalla"
"4158","Dalla cypselus",2,"https://www.gbif.org/species/1948311",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Dalla"
"4159","Dalla hesperioides",1,"https://www.gbif.org/species/1948279",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Dalla"
"4160","Dalla quasca",2,"https://www.gbif.org/species/1948303",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Dalla"
"4161","Dallasiellus megalocephalus",1,"https://www.gbif.org/species/9500986",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Cydnidae","Dallasiellus"
"4162","Daltonia bilimbata",8,"https://www.gbif.org/species/5279904",NA,"Plantae","Bryophyta","Bryopsida","Hookeriales","Daltoniaceae","Daltonia"
"4163","Daltonia lindigiana",15,"https://www.gbif.org/species/5279894",NA,"Plantae","Bryophyta","Bryopsida","Hookeriales","Daltoniaceae","Daltonia"
"4164","Daltonia marginata",3,"https://www.gbif.org/species/5279909",NA,"Plantae","Bryophyta","Bryopsida","Hookeriales","Daltoniaceae","Daltonia"
"4165","Daltonia ovalis",11,"https://www.gbif.org/species/5279882",NA,"Plantae","Bryophyta","Bryopsida","Hookeriales","Daltoniaceae","Daltonia"
"4166","Daltonia pulvinata",1,"https://www.gbif.org/species/5279903",NA,"Plantae","Bryophyta","Bryopsida","Hookeriales","Daltoniaceae","Daltonia"
"4167","Daltonia splachnoides",22,"https://www.gbif.org/species/5279898",NA,"Plantae","Bryophyta","Bryopsida","Hookeriales","Daltoniaceae","Daltonia"
"4168","Damas immacula",1,"https://www.gbif.org/species/1943107",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Damas"
"4169","Damasippus zymbraeus",1,"https://www.gbif.org/species/1415535",NA,"Animalia","Arthropoda","Insecta","Phasmida","Prisopodidae","Damasippus"
"4170","Damburneya coriacea",2,"https://www.gbif.org/species/9360828",NA,"Plantae","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","Damburneya"
"4171","Damburneya purpurea",3,"https://www.gbif.org/species/9503920",NA,"Plantae","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","Damburneya"
"4172","Danaea moritziana",18,"https://www.gbif.org/species/7276490",NA,"Plantae","Tracheophyta","Polypodiopsida","Marattiales","Marattiaceae","Danaea"
"4173","Danaus gilippus",38,"https://www.gbif.org/species/5714299",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Danaus"
"4174","Danaus plexippus",129,"https://www.gbif.org/species/5133088",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Danaus"
"4175","Danthonia secundiflora",21,"https://www.gbif.org/species/4147565",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Danthonia"
"4176","Daphnia pulex",1,"https://www.gbif.org/species/2234840",NA,"Animalia","Arthropoda","Branchiopoda","Diplostraca","Daphniidae","Daphnia"
"4177","Daphnopsis americana",13,"https://www.gbif.org/species/3188469",NA,"Plantae","Tracheophyta","Magnoliopsida","Malvales","Thymelaeaceae","Daphnopsis"
"4178","Daphnopsis caracasana",99,"https://www.gbif.org/species/3568303",NA,"Plantae","Tracheophyta","Magnoliopsida","Malvales","Thymelaeaceae","Daphnopsis"
"4179","Daptrius ater",6,"https://www.gbif.org/species/2481073","https://catalogo.biodiversidad.co/file/56d8ae403c16479905cba970/summary","Animalia","Chordata","Aves","Falconiformes","Falconidae","Daptrius"
