"","Especie","Registros","GBIF","CBC","Reino","Filo","Clase","Orden","Familia","Género"
"3397","Diphasiastrum thyoides",308,"https://www.gbif.org/species/3991094","https://catalogo.biodiversidad.co/file/56dbb9323c16479905cba9f7/summary","Plantae","Tracheophyta","Lycopodiopsida","Lycopodiales","Lycopodiaceae","Diphasiastrum"
"3398","Diphasium jussiaei",79,"https://www.gbif.org/species/8347205","https://catalogo.biodiversidad.co/file/56dbb7dc3c16479905cba9f6/summary","Plantae","Tracheophyta","Lycopodiopsida","Lycopodiales","Lycopodiaceae","Diphasium"
"3399","Diphylla ecaudata",3,"https://www.gbif.org/species/2433173",NA,"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Diphylla"
"3400","Diplasiolejeunea cavifolia",3,"https://www.gbif.org/species/5836974",NA,"Plantae","Marchantiophyta","Jungermanniopsida","Porellales","Lejeuneaceae","Diplasiolejeunea"
"3401","Diplasiolejeunea pauckertii",32,"https://www.gbif.org/species/7615200",NA,"Plantae","Marchantiophyta","Jungermanniopsida","Porellales","Lejeuneaceae","Diplasiolejeunea"
"3402","Diplasiolejeunea pellucida",1,"https://www.gbif.org/species/2688862",NA,"Plantae","Marchantiophyta","Jungermanniopsida","Porellales","Lejeuneaceae","Diplasiolejeunea"
"3403","Diplasiolejeunea pluridentata",2,"https://www.gbif.org/species/8058822",NA,"Plantae","Marchantiophyta","Jungermanniopsida","Porellales","Lejeuneaceae","Diplasiolejeunea"
"3404","Diplasiolejeunea unidentata",1,"https://www.gbif.org/species/7812455",NA,"Plantae","Marchantiophyta","Jungermanniopsida","Porellales","Lejeuneaceae","Diplasiolejeunea"
"3405","Diplazium bogotense",4,"https://www.gbif.org/species/9485310",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Athyriaceae","Diplazium"
"3406","Diplazium cristatum",2,"https://www.gbif.org/species/2650855",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Athyriaceae","Diplazium"
"3407","Diplazium diplazioides",3,"https://www.gbif.org/species/4016235",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Athyriaceae","Diplazium"
"3408","Diplazium expansum",1,"https://www.gbif.org/species/2650862",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Athyriaceae","Diplazium"
"3409","Diplazium microphyllum",3,"https://www.gbif.org/species/4016145",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Athyriaceae","Diplazium"
"3410","Diplazium nervosum",1,"https://www.gbif.org/species/4015810",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Athyriaceae","Diplazium"
"3411","Diplazium nicotianifolium",1,"https://www.gbif.org/species/7289075",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Athyriaceae","Diplazium"
"3412","Diplazium popayanense",6,"https://www.gbif.org/species/4017714",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Athyriaceae","Diplazium"
"3413","Diplazium striatum",2,"https://www.gbif.org/species/2650857",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Athyriaceae","Diplazium"
"3414","Diplazium vastum",1,"https://www.gbif.org/species/4015273",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Athyriaceae","Diplazium"
"3415","Diploglossus monotropis",4,"https://www.gbif.org/species/2468222",NA,"Animalia","Chordata","Squamata",NA,"Diploglossidae","Diploglossus"
"3416","Diplonevra setigera",2,"https://www.gbif.org/species/1548607",NA,"Animalia","Arthropoda","Insecta","Diptera","Phoridae","Diplonevra"
"3417","Diploschistes cinereocaesius",30,"https://www.gbif.org/species/2602113",NA,"Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","Diploschistes"
"3418","Diplostephium dentatum",12,"https://www.gbif.org/species/3090568",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Diplostephium"
"3419","Diplostephium hartwegii",2,"https://www.gbif.org/species/3090673",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Diplostephium"
"3420","Diplostephium tolimense",9,"https://www.gbif.org/species/3090549","https://catalogo.biodiversidad.co/file/5b5893def0d3bfe030572059/summary","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Diplostephium"
"3421","Diplotropis purpurea",3,"https://www.gbif.org/species/5355625",NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Diplotropis"
"3422","Diplura sanguinea",2,"https://www.gbif.org/species/5170409",NA,"Animalia","Arthropoda","Arachnida","Araneae","Dipluridae","Diplura"
"3423","Dipsas catesbyi",4,"https://www.gbif.org/species/5223468","https://catalogo.biodiversidad.co/file/56cbf241207ecea54a561e1f/summary","Animalia","Chordata","Squamata",NA,"Colubridae","Dipsas"
"3424","Dipsas gracilis",6,"https://www.gbif.org/species/5223469",NA,"Animalia","Chordata","Squamata",NA,"Colubridae","Dipsas"
"3425","Dipsas indica",1,"https://www.gbif.org/species/5223420","https://catalogo.biodiversidad.co/file/56cbfc59207ecea54a561e21/summary","Animalia","Chordata","Squamata",NA,"Colubridae","Dipsas"
"3426","Dipsas latifrontalis",1,"https://www.gbif.org/species/5223443",NA,"Animalia","Chordata","Squamata",NA,"Colubridae","Dipsas"
"3427","Dipsas pavonina",2,"https://www.gbif.org/species/5223424",NA,"Animalia","Chordata","Squamata",NA,"Colubridae","Dipsas"
"3428","Dipsas peruana",1,"https://www.gbif.org/species/5223452",NA,"Animalia","Chordata","Squamata",NA,"Colubridae","Dipsas"
"3429","Dipteryx punctata",1,"https://www.gbif.org/species/2947145",NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Dipteryx"
"3430","Dircenna adina",1,"https://www.gbif.org/species/11648125",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Dircenna"
"3431","Dircenna dero",6,"https://www.gbif.org/species/1896628",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Dircenna"
"3432","Dircenna jemina",1,"https://www.gbif.org/species/1896610",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Dircenna"
"3433","Dircenna loreta",1,"https://www.gbif.org/species/1896637",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Dircenna"
"3434","Dircenna olyras",7,"https://www.gbif.org/species/1896618",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Dircenna"
"3435","Dirinaria melanocarpa",2,"https://www.gbif.org/species/3433597",NA,"Fungi","Ascomycota","Lecanoromycetes","Caliciales","Caliciaceae","Dirinaria"
"3436","Disciphania ernstii",2,"https://www.gbif.org/species/7268790",NA,"Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Menispermaceae","Disciphania"
"3437","Discophora guianensis",1,"https://www.gbif.org/species/8066826",NA,"Plantae","Tracheophyta","Magnoliopsida","Cardiopteridales","Stemonuraceae","Discophora"
"3438","Discophora montana",6,"https://www.gbif.org/species/8342049",NA,"Plantae","Tracheophyta","Magnoliopsida","Cardiopteridales","Stemonuraceae","Discophora"
"3439","Discosura conversii",13,"https://www.gbif.org/species/2476911",NA,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Discosura"
"3440","Discosura popelairii",1,"https://www.gbif.org/species/2476903",NA,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Discosura"
"3441","Dismorphia amphione",4,"https://www.gbif.org/species/1919282","https://catalogo.biodiversidad.co/file/56e7738f83c45700544e4007/summary","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Dismorphia"
"3442","Dismorphia arcadia",7,"https://www.gbif.org/species/1919263",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Dismorphia"
"3443","Dismorphia crisia",10,"https://www.gbif.org/species/1919245",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Dismorphia"
"3444","Dismorphia lua",4,"https://www.gbif.org/species/1919272",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Dismorphia"
"3445","Dismorphia medora",12,"https://www.gbif.org/species/1919277","https://catalogo.biodiversidad.co/file/56e7541c83c45700544e3f9d/summary","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Dismorphia"
"3446","Dismorphia theucharila",2,"https://www.gbif.org/species/1919289",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Dismorphia"
"3447","Dismorphia zathoe",3,"https://www.gbif.org/species/1919256","https://catalogo.biodiversidad.co/file/56e753cf83c45700544e3f9c/summary","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Dismorphia"
"3448","Disterigma alaternoides",389,"https://www.gbif.org/species/7328472","https://catalogo.biodiversidad.co/file/56cfe1a93c16479905cba80f/summary","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Disterigma"
"3449","Disterigma codonanthum",1,"https://www.gbif.org/species/4171219",NA,"Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Disterigma"
"3450","Disterigma cryptocalyx",13,"https://www.gbif.org/species/4171205",NA,"Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Disterigma"
"3451","Disterigma empetrifolium",1563,"https://www.gbif.org/species/4171081",NA,"Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Disterigma"
"3452","Disterigma humboldtii",2,"https://www.gbif.org/species/4171004",NA,"Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Disterigma"
"3453","Disterigma staphelioides",22,"https://www.gbif.org/species/4170653","https://catalogo.biodiversidad.co/file/56d044e63c16479905cba813/summary","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Disterigma"
"3454","Distichia muscoides",27,"https://www.gbif.org/species/5289416",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","Distichia"
"3455","Distichium capillaceum",4,"https://www.gbif.org/species/2675901",NA,"Plantae","Bryophyta","Bryopsida","Scouleriales","Distichiaceae","Distichium"
"3456","Distichlis spicata",4,"https://www.gbif.org/species/2704509",NA,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Distichlis"
"3457","Distimake aturensis",1,"https://www.gbif.org/species/9602723",NA,"Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","Distimake"
"3458","Distimake macrocalyx",7,"https://www.gbif.org/species/9318924",NA,"Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","Distimake"
"3459","Distimake tuberosus",3,"https://www.gbif.org/species/9636531",NA,"Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","Distimake"
"3460","Ditassa caucana",2,"https://www.gbif.org/species/3581027",NA,"Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Ditassa"
"3461","Ditassa endoleuca",1,"https://www.gbif.org/species/3580715",NA,"Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Ditassa"
"3462","Ditassa longiloba",24,"https://www.gbif.org/species/3580166",NA,"Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Ditassa"
"3463","Ditrichum bogotense",1,"https://www.gbif.org/species/5282335",NA,"Plantae","Bryophyta","Bryopsida","Dicranales","Ditrichaceae","Ditrichum"
"3464","Ditrichum crinale",3,"https://www.gbif.org/species/5282379",NA,"Plantae","Bryophyta","Bryopsida","Dicranales","Ditrichaceae","Ditrichum"
"3465","Ditrichum difficile",18,"https://www.gbif.org/species/5282321",NA,"Plantae","Bryophyta","Bryopsida","Dicranales","Ditrichaceae","Ditrichum"
"3466","Ditrichum submersum",17,"https://www.gbif.org/species/5282348",NA,"Plantae","Bryophyta","Bryopsida","Dicranales","Ditrichaceae","Ditrichum"
"3467","Dodonaea viscosa",179,"https://www.gbif.org/species/5421144","https://catalogo.biodiversidad.co/file/56e782d683c45700544e4082/summary","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Dodonaea"
"3468","Dolichancistrus carnegiei",13,"https://www.gbif.org/species/2339336","https://catalogo.biodiversidad.co/file/59dd3dc65f36934344300853/summary","Animalia","Chordata",NA,"Siluriformes","Loricariidae","Dolichancistrus"
"3469","Dolichancistrus fuesslii",120,"https://www.gbif.org/species/2339339","https://catalogo.biodiversidad.co/file/59d284aa5f369343442f925e/summary","Animalia","Chordata",NA,"Siluriformes","Loricariidae","Dolichancistrus"
"3470","Dolichancistrus pediculatus",9,"https://www.gbif.org/species/2339345",NA,"Animalia","Chordata",NA,"Siluriformes","Loricariidae","Dolichancistrus"
"3471","Dolichandra uncata",5,"https://www.gbif.org/species/6070571",NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Bignoniaceae","Dolichandra"
"3472","Dolichandra unguis-cati",10,"https://www.gbif.org/species/5830619","https://catalogo.biodiversidad.co/file/56e2e60c83c45700544e3d8b/summary","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Bignoniaceae","Dolichandra"
"3473","Dolichodelphys chlorocrater",2,"https://www.gbif.org/species/2897784",NA,"Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Dolichodelphys"
"3474","Dolichoderus bispinosus",6,"https://www.gbif.org/species/5034959",NA,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Dolichoderus"
"3475","Dolichoderus quadridenticulatus",2,"https://www.gbif.org/species/5034902",NA,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Dolichoderus"
"3476","Dolichonyx oryzivorus",4,"https://www.gbif.org/species/2484417","https://catalogo.biodiversidad.co/file/56c66eb8f0106c67230e73c4/summary","Animalia","Chordata","Aves","Passeriformes","Icteridae","Dolichonyx"
"3477","Doliocarpus dentatus",1,"https://www.gbif.org/species/7303933",NA,"Plantae","Tracheophyta","Magnoliopsida","Dilleniales","Dilleniaceae","Doliocarpus"
"3478","Donacobius atricapilla",243,"https://www.gbif.org/species/2493895",NA,"Animalia","Chordata","Aves","Passeriformes","Donacobiidae","Donacobius"
"3479","Doryfera johannae",102,"https://www.gbif.org/species/2476968",NA,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Doryfera"
"3480","Doryfera ludovicae",284,"https://www.gbif.org/species/2476971","https://catalogo.biodiversidad.co/file/56e79acc83c45700544e420e/summary","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Doryfera"
"3481","Dorylomorpha reveloi",3,"https://www.gbif.org/species/1647427",NA,"Animalia","Arthropoda","Insecta","Diptera","Pipunculidae","Dorylomorpha"
"3482","Dorymyrmex brunneus",3,"https://www.gbif.org/species/1325633",NA,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Dorymyrmex"
"3483","Doryopteris pedata",2,"https://www.gbif.org/species/8317631","https://catalogo.biodiversidad.co/file/56df7ff983c45700544e3c83/summary","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Pteridaceae","Doryopteris"
"3484","Dothidea eucalypti",24,"https://www.gbif.org/species/10715136",NA,"Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothideaceae","Dothidea"
"3485","Doxocopa clothilda",1,"https://www.gbif.org/species/1892767",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Doxocopa"
"3486","Doxocopa cyane",4,"https://www.gbif.org/species/1892759",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Doxocopa"
"3487","Doxocopa elis",2,"https://www.gbif.org/species/1892757",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Doxocopa"
"3488","Doxocopa felderi",1,"https://www.gbif.org/species/1892784",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Doxocopa"
"3489","Doxocopa linda",1,"https://www.gbif.org/species/1892761",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Doxocopa"
"3490","Doxocopa zunilda",1,"https://www.gbif.org/species/1892746",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Doxocopa"
"3491","Draba barclayana",5,"https://www.gbif.org/species/3049969",NA,"Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Draba"
"3492","Draba boyacana",4,"https://www.gbif.org/species/3049753",NA,"Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Draba"
"3493","Draba cocuyana",16,"https://www.gbif.org/species/3049446",NA,"Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Draba"
"3494","Draba hammenii",1,"https://www.gbif.org/species/3049867",NA,"Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Draba"
"3495","Draba litamo",40,"https://www.gbif.org/species/3050156",NA,"Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Draba"
"3496","Draba ritacuvana",5,"https://www.gbif.org/species/3049590",NA,"Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Draba"
"3497","Draba rositae",16,"https://www.gbif.org/species/3049528",NA,"Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Draba"
"3498","Dracaena zeylanica",1,"https://www.gbif.org/species/10774703",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Dracaena"
"3499","Dracontium spruceanum",14,"https://www.gbif.org/species/5330716","https://catalogo.biodiversidad.co/file/5fe4fa47ab5fcefa17627ad9/summary","Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","Dracontium"
"3500","Dracula berthae",3,"https://www.gbif.org/species/2818700",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Dracula"
"3501","Dracula chimaera",1,"https://www.gbif.org/species/2818733","https://catalogo.biodiversidad.co/file/56df938483c45700544e3c95/summary","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Dracula"
"3502","Dracula diabola",5,"https://www.gbif.org/species/2818729",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Dracula"
"3503","Dracula pholeodytes",3,"https://www.gbif.org/species/2818629",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Dracula"
"3504","Dracula roezlii",1,"https://www.gbif.org/species/2818705",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Dracula"
"3505","Dracula vinacea",1,"https://www.gbif.org/species/2818823",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Dracula"
"3506","Draeculacephala youngi",5,"https://www.gbif.org/species/2033553",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Draeculacephala"
"3507","Drepanocladus aduncus",4,"https://www.gbif.org/species/5283604",NA,"Plantae","Bryophyta","Bryopsida","Hypnales","Amblystegiaceae","Drepanocladus"
"3508","Drepanocladus longifolius",15,"https://www.gbif.org/species/5283598",NA,"Plantae","Bryophyta","Bryopsida","Hypnales","Amblystegiaceae","Drepanocladus"
"3509","Drepanocladus lycopodioides",5,"https://www.gbif.org/species/8498837",NA,"Plantae","Bryophyta","Bryopsida","Hypnales","Amblystegiaceae","Drepanocladus"
"3510","Drepanocladus polygamus",6,"https://www.gbif.org/species/5838224",NA,"Plantae","Bryophyta","Bryopsida","Hypnales","Amblystegiaceae","Drepanocladus"
